address [pageNum=4, frameNum=114, signedNUm=0, LogicalAddress=16916, physicalAddress=29184]
address [pageNum=12, frameNum=170, signedNUm=28, LogicalAddress=28718, physicalAddress=43522]
address [pageNum=8, frameNum=139, signedNUm=0, LogicalAddress=59240, physicalAddress=35584]
address [pageNum=0, frameNum=139, signedNUm=39, LogicalAddress=40178, physicalAddress=35586]
address [pageNum=4, frameNum=139, signedNUm=58, LogicalAddress=60086, physicalAddress=35586]
address [pageNum=12, frameNum=242, signedNUm=0, LogicalAddress=42252, physicalAddress=61952]
address [pageNum=0, frameNum=242, signedNUm=43, LogicalAddress=44770, physicalAddress=61954]
address [pageNum=0, frameNum=242, signedNUm=21, LogicalAddress=22514, physicalAddress=61954]
address [pageNum=8, frameNum=242, signedNUm=-2, LogicalAddress=3067, physicalAddress=61955]
address [pageNum=12, frameNum=242, signedNUm=0, LogicalAddress=15757, physicalAddress=61953]
address [pageNum=0, frameNum=242, signedNUm=0, LogicalAddress=31649, physicalAddress=61953]
address [pageNum=8, frameNum=175, signedNUm=10, LogicalAddress=10842, physicalAddress=44802]
address [pageNum=4, frameNum=175, signedNUm=0, LogicalAddress=43765, physicalAddress=44801]
address [pageNum=12, frameNum=175, signedNUm=0, LogicalAddress=33405, physicalAddress=44801]
address [pageNum=8, frameNum=59, signedNUm=43, LogicalAddress=44954, physicalAddress=15106]
address [pageNum=0, frameNum=59, signedNUm=0, LogicalAddress=56657, physicalAddress=15105]
address [pageNum=8, frameNum=59, signedNUm=-30, LogicalAddress=5003, physicalAddress=15107]
address [pageNum=0, frameNum=59, signedNUm=12, LogicalAddress=50227, physicalAddress=15107]
address [pageNum=12, frameNum=107, signedNUm=18, LogicalAddress=19358, physicalAddress=27394]
address [pageNum=0, frameNum=107, signedNUm=0, LogicalAddress=36529, physicalAddress=27393]
address [pageNum=8, frameNum=107, signedNUm=0, LogicalAddress=10392, physicalAddress=27392]
address [pageNum=0, frameNum=220, signedNUm=57, LogicalAddress=58882, physicalAddress=56322]
address [pageNum=8, frameNum=220, signedNUm=0, LogicalAddress=5129, physicalAddress=56321]
address [pageNum=8, frameNum=142, signedNUm=57, LogicalAddress=58554, physicalAddress=36354]
address [pageNum=8, frameNum=142, signedNUm=0, LogicalAddress=58584, physicalAddress=36352]
address [pageNum=4, frameNum=142, signedNUm=0, LogicalAddress=27444, physicalAddress=36352]
address [pageNum=4, frameNum=39, signedNUm=57, LogicalAddress=58982, physicalAddress=9986]
address [pageNum=4, frameNum=39, signedNUm=0, LogicalAddress=51476, physicalAddress=9984]
address [pageNum=12, frameNum=39, signedNUm=0, LogicalAddress=6796, physicalAddress=9984]
address [pageNum=12, frameNum=39, signedNUm=-49, LogicalAddress=21311, physicalAddress=9987]
address [pageNum=0, frameNum=39, signedNUm=0, LogicalAddress=30705, physicalAddress=9985]
address [pageNum=4, frameNum=43, signedNUm=0, LogicalAddress=28964, physicalAddress=11008]
address [pageNum=8, frameNum=43, signedNUm=10, LogicalAddress=41003, physicalAddress=11011]
address [pageNum=0, frameNum=43, signedNUm=-56, LogicalAddress=20259, physicalAddress=11011]
address [pageNum=0, frameNum=43, signedNUm=0, LogicalAddress=57857, physicalAddress=11009]
address [pageNum=8, frameNum=43, signedNUm=61, LogicalAddress=63258, physicalAddress=11010]
address [pageNum=4, frameNum=43, signedNUm=35, LogicalAddress=36374, physicalAddress=11010]
address [pageNum=4, frameNum=95, signedNUm=0, LogicalAddress=692, physicalAddress=24320]
address [pageNum=0, frameNum=95, signedNUm=0, LogicalAddress=43121, physicalAddress=24321]
address [pageNum=0, frameNum=178, signedNUm=0, LogicalAddress=48128, physicalAddress=45568]
address [pageNum=0, frameNum=178, signedNUm=0, LogicalAddress=34561, physicalAddress=45569]
address [pageNum=12, frameNum=178, signedNUm=0, LogicalAddress=49213, physicalAddress=45569]
address [pageNum=8, frameNum=178, signedNUm=36, LogicalAddress=36922, physicalAddress=45570]
address [pageNum=8, frameNum=178, signedNUm=57, LogicalAddress=59162, physicalAddress=45570]
address [pageNum=8, frameNum=251, signedNUm=0, LogicalAddress=50552, physicalAddress=64256]
address [pageNum=8, frameNum=251, signedNUm=17, LogicalAddress=17866, physicalAddress=64258]
address [pageNum=0, frameNum=251, signedNUm=0, LogicalAddress=18145, physicalAddress=64257]
address [pageNum=12, frameNum=21, signedNUm=0, LogicalAddress=3884, physicalAddress=5376]
address [pageNum=4, frameNum=21, signedNUm=0, LogicalAddress=54388, physicalAddress=5376]
address [pageNum=4, frameNum=104, signedNUm=0, LogicalAddress=42932, physicalAddress=26624]
address [pageNum=4, frameNum=104, signedNUm=-47, LogicalAddress=46919, physicalAddress=26627]
address [pageNum=12, frameNum=194, signedNUm=0, LogicalAddress=58892, physicalAddress=49664]
address [pageNum=12, frameNum=194, signedNUm=0, LogicalAddress=8620, physicalAddress=49664]
address [pageNum=0, frameNum=86, signedNUm=0, LogicalAddress=38336, physicalAddress=22016]
address [pageNum=4, frameNum=86, signedNUm=0, LogicalAddress=64357, physicalAddress=22017]
address [pageNum=8, frameNum=86, signedNUm=-42, LogicalAddress=23387, physicalAddress=22019]
address [pageNum=8, frameNum=143, signedNUm=0, LogicalAddress=42632, physicalAddress=36608]
address [pageNum=8, frameNum=38, signedNUm=0, LogicalAddress=15913, physicalAddress=9729]
address [pageNum=12, frameNum=38, signedNUm=79, LogicalAddress=15679, physicalAddress=9731]
